naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
331112,2000,3.1,138.2,2.1,4.9,82.7,901.3,527.2,357.3,33.3,222.1,82.4,995.9,745.8,250.1,0.83099997,0.968999982,1.001999974,1.008000016,0.011,1.041000009,0.01,1.041000009
331210,2000,27.2,1027.1,21.5,44.5,715.1,7783.4,4759.7,3090.9,215.3,1261.5,163.7,2575.9,2056.6,519.3,0.93900001,0.91900003,1.003000021,1.08099997,0.005,1.018000007,0.006,1.019000053
331221,2000,12.9,593.2,9.7,20,405.4,5094.1,3459.1,1628.3,85,1034.7,128.9,2498.7,2016.8,481.9,0.915000021,0.944999993,0.991999984,1.105999947,0.012,0.994000018,0.012,0.995000005
331222,2000,22.6,787.2,18.2,39.6,568.3,4623.3,2707.8,1960.3,148.8,683.9,131.7,2367.1,1863.5,503.6,0.992999971,0.930999994,1.001999974,1.07099998,0.002,0.94599998,0.002,0.94599998
331311,2000,3,142.4,2.2,4.5,98.5,1124.7,877.6,250.7,306.6,162.1,172.9,604.5,451.5,153,1.116000056,1.027999997,0.985000014,1.070000052,-0.131999999,0.754000008,-0.130999997,0.754000008
331312,2000,14.8,662.5,11.9,24.4,487.5,6028.6,3918.1,2103.7,285.1,604.3,1320.6,5950,3490.3,2459.8,0.943000019,1.065000057,0.98299998,1.00999999,-0.068999998,1.036000013,-0.068999998,1.036000013
331314,2000,7.6,263.4,5.8,11.8,177.7,3744.1,2931.9,799.6,113.2,307.6,123,1409.9,890.8,519,1.008000016,1.008000016,0.976999998,1.047000051,-0.097000003,0.986000001,-0.097000003,0.986000001
331315,2000,21.6,1050.9,16.6,34.6,735.8,12817.4,9592.5,3207.6,338.3,1717.5,374.6,7467.4,5298.1,2169.3,0.977999985,1.01699996,0.99000001,1.037999988,-0.157000005,1.01699996,-0.157000005,1.01699996
331316,2000,30.8,1042.6,24.7,52.1,707.9,6086.5,3524.1,2564.5,227.3,576.1,186.6,3058.1,1975.1,1083,1.001999974,1.021000028,0.98299998,1.039999962,-0.021,1.00999999,-0.021,1.00999999
331319,2000,4.2,142.2,3.3,6.4,99.8,1611,1109.5,507.3,36.5,143.6,41.1,488,319,169,0.999000013,1.023000002,0.985000014,1.014000058,-0.003,1.026000023,-0.003,1.026000023
331411,2000,3.6,156.5,2.7,5.9,114.1,3378.2,2404.9,997.7,50,363.3,152.5,3587.1,2473.2,1113.9,0.847000003,1.042000055,0.963999987,1.123000026,0.026000001,1.235000014,0.027000001,1.236999989
331419,2000,9.2,401,6.2,13.1,244.5,2794,1520.6,1271.9,163.3,472,208.7,3341.9,2196.3,1145.6,0.887000024,0.991999984,0.986000001,1.06400001,0.035,1.06400001,0.035,1.06400001
